Geneid	Geneid_clean	Symbol	Dominant_Direction	Count_Ratio	Cachexia_sig_up	Cachexia_sig_down	Sepsis_sig_up	Sepsis_sig_down	Disuse_sig_up	Disuse_sig_down	Denervation_sig_up	Denervation_sig_down	Final_Avg_logFC	Final_Median_logFC	Cachexia_Avg_logFC	Sepsis_Avg_logFC	Disuse_Avg_logFC	Denervation_Avg_logFC	Cachexia_Median_logFC	Sepsis_Median_logFC	Disuse_Median_logFC	Denervation_Median_logFC	ERP145838_Sham_vs_334P_cells_injection_edgeR_results.tsv	SRP055049_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP125804_Fasted_vs_CACS_edgeR_results.tsv	SRP148786_PBS_vs_LLC_edgeR_results.tsv	SRP172440_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP224400_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP238415_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP246188_PBSinjection_vs_LLC_cells_injection_edgeR_results.tsv	SRP279572_Control_vs_KPC_edgeR_results.tsv	SRP288335_Control_vs_LLC_edgeR_results.tsv	SRP304002_CACS_neg_vs_CACS_pos_edgeR_results.tsv	SRP321471_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP337393_Control_vs_Melanoma_edgeR_results.tsv	SRP342685_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP400565_Control_vs_TOV21G_cells_injection_edgeR_results.tsv	SRP426212_Control_vs_KIC_edgeR_results.tsv	SRP436115_Control_vs_LLC_cells_injection_edgeR_results.tsv	SRP441976_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP468164_Control_vs_C26_injection_edgeR_results.tsv	SRP518009_Control_vs_C26_injection_edgeR_results.tsv	SRP519530_Control_vs_KIC_edgeR_results.tsv	SRP526827_PBS_vs_LLC_edgeR_results.tsv	SRP535687_Control_vs_Kras-IKKaL_cells_injection_edgeR_results.tsv	SRP544896_Control_vs_CT26_cells_injection_edgeR_results.tsv	SRP560874_Control_vs_B0092_cells_injection_edgeR_results.tsv	SRP567610_Control_vs_C26_injection_edgeR_results.tsv	SRP597284_Control_vs_CT26_cells_injection_edgeR_results.tsv	ERP131935_Sham_vs_CLP_edgeR_results.tsv	SRP388005_Saline_vs_LPS_edgeR_results.tsv	SRP475349_Saline_vs_LPS_edgeR_results.tsv	SRP511238_Saline_vs_LPS_edgeR_results.tsv	SRP553590_Sham_vs_CLP_edgeR_results.tsv	SRP591840_Sham_vs_CS_edgeR_results.tsv	SRP646634_Sham_vs_CS_edgeR_results.tsv	SRP114869_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP220337_Control_vs_Casting_edgeR_results.tsv	SRP293052_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP307991_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP395698_Control_vs_Casting_edgeR_results.tsv	SRP396700_Control_vs_Casting_edgeR_results.tsv	SRP449926_Control_vs_Casting_edgeR_results.tsv	SRP454976_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP455216_male_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP522174_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP588888_Control_vs_Hindlimb_unloading_edgeR_results.tsv	ERP143166_Control_vs_Denervation_edgeR_results.tsv	SRP196460_Control_vs_Denervation_edgeR_results.tsv	SRP371311_Control_vs_Denervation_edgeR_results.tsv	SRP406911_Control_vs_Denervation_edgeR_results.tsv	SRP411450_Sham_vs_Denervation_edgeR_results.tsv	SRP420335_Sham_vs_SCI_edgeR_results.tsv	SRP484329_Control_vs_Denervation_edgeR_results.tsv	MouseGeneID	HumanOrthologGeneID	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	mm10_Chromosome	mm10_Start	mm10_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
ENSMUSG00000036199.10	ENSMUSG00000036199	Ndufa13	DOWN	0.701418951418951	0	20	0	4	0	7	0	6	-0.474521063850086	-0.488346311138818	-0.523025565722791	-0.502766327748071	-0.388986256132822	-0.483306105796659	-0.580784404907387	-0.307477097214672	-0.457382298435347	-0.519310323842289	-0.580784404907387	-1.18325125690425	-0.403598436643803	-0.731148733719246	-0.76300518561938	-0.418111148234194	-0.748229745655757	-0.245903885468317	-0.721625813224671	-0.0962051838663117	-0.299425327630631	-0.47126786846134	-0.751876725817896	-0.767212048751364	-0.133020785661347	-0.221159080938808	-0.370998210404853	-0.618572885437365	-0.356508526505543	-0.979786588530703	-0.693169405908646	0.287172965616688	-0.656325550792532	-0.695486016598101	-0.804661345596045	-0.404321743547291	-0.293207335306265	-0.526098767974903	-0.182540802136619	-0.204070957778149	-0.307477097214672	-1.80019200464332	0.250051434893642	-0.749036099382481	-0.506874501079242	-0.457382298435347	-0.51889546936844	-0.116349848491802	-0.861536075831648	-0.126488990410811	-0.48336335276917	-0.094130167686208	-0.738674604219554	-0.111094792190824	-0.264058716977993	-0.435010256601867	-0.569730773901106	-0.519310323842289	-0.270839577249544	-0.602282016509946	-0.709935473000423	-0.276034319471439	67184	51079	2700054G14Rik|AU022060|CDA01|CDA016|CGI-3|CGI-39|CI-B16.6|GRIM-|GRIM-19|Grim|Grim19	NADH:ubiquinone oxidoreductase subunit A13	MitoCarta3.0	literature, APEX_IMS, mito protein domain, coexpression++, MS/MS++	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	16.2752	0.004	1	literature, APEX_IMS, mito protein domain, coexpression++, MS/MS++	ENSMUSG00000036199	F6W8I0	144	NA	SharedDomain	40	NA	NoMitoHomolog	NoHomolog	75-100pure	chr8	69894181	69902558	14	20	744	1.13e+11	75	all 14	10	9.8	10.2	9.9	10.2	9.7	9.9	9.4	9.8	9.9	10	10	9.7	9.7	Mitochondria (Supported)
ENSMUSG00000021339.5	ENSMUSG00000021339	Mrs2	DOWN	0.700937950937951	0	21	1	5	0	5	0	6	-0.353906924757281	-0.334176339724581	-0.376710244697483	-0.360295901323246	-0.195910040246715	-0.482711512761678	-0.317786239458708	-0.350566439990453	-0.147560102275472	-0.540174201729294	-0.515432055709345	-0.264370820237871	0.10221503403149	-0.0852404446322826	-0.956596145854276	-0.19635549293564	-0.522989795486799	-0.35945521837036	-0.615498058745324	-0.190141506280229	-0.274900873122081	-0.188845354020638	-0.278743057350427	-0.694311010494939	-0.21609342174608	-0.521169525459276	-0.317786239458708	-0.454097713600954	-0.542920651217557	-0.556966661954386	-0.390023816350327	-0.196928500707309	-0.688167929770893	-0.170282049639021	-0.233455856690828	-0.5273863104717	-0.315233130556291	-0.383937616805404	0.258838364387794	-0.285376062195273	-0.424567505211382	-0.292514830172865	-1.04394721927514	-0.350566439990453	-0.343298446765255	-0.93051040330528	-0.0123816196313081	-0.0558353149959981	-0.257980496567447	0.0811699270628377	-0.229686446734131	-0.147560102275472	-0.129551720449903	0.0192728396867035	-0.148648658738612	-0.540174201729294	-0.151351680796288	-0.584005451260229	-0.730275342630584	-0.470898899028643	-0.256946747280941	-0.645328266605767	380836	57380	Gm902|HPT|Mr|Mrs2l|RPT	MRS2 magnesium transporter	MitoCarta3.0	APEX_matrix, GFP, targetP signal, yeast mito homolog++, coexpression	MIM	Small molecule transport | Signaling	Tmito	12.726	0.011	1	APEX_matrix, GFP, targetP signal, yeast mito homolog++, coexpression	ENSMUSG00000021339	Q5NCE8	434	2	NA	6	NA	OrthologMitoHighConf	NoHomolog	25-50crude	chr13	24992294	25020317	10	16	156	1.14e+09	38	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, smallintestine, largeintestine, stomach, placenta, testis	8.2	8	8.6	8.1	NA	NA	NA	7.6	NA	7.8	7.9	7.8	7.7	7.3	NA
ENSMUSG00000029221.16	ENSMUSG00000029221	Slc30a9	DOWN	0.697210197210197	0	22	0	5	1	6	0	5	-0.294039651241145	-0.324370383330491	-0.316068677409471	-0.343728011199452	-0.219556672088119	-0.296805244267537	-0.351298631802377	-0.326881706328704	-0.321859060332278	-0.309082184533913	-0.43679236335863	-0.668184766689989	-0.0196011212379184	-0.245212736071886	-0.374269310535111	-0.314574881711984	-0.311516524009133	-0.143147115656638	-0.414026803469635	0.0500783351042715	-0.18648805695133	-0.194948923773229	-0.567776395804605	-0.503926368545598	-0.115303512464099	-0.0781706753536053	0.0838194402483952	-0.286497840867723	-0.479999411668666	-0.534609582336875	-0.46889955504087	-0.412111294607313	-0.458449953588239	-0.369095599006863	-0.273735315970619	-0.351298631802377	-0.459115324885435	-0.313213083940205	-0.0059986994310917	-0.226848808759721	-0.326881706328704	-0.41182059640787	-0.526139524696278	-0.595193658832291	-0.369363264107894	-0.683231755384327	0.444913203724074	-0.0756997899588807	-0.49258972370275	-0.0348434579270148	-0.357619590532753	-0.122637478337876	-0.321859060332278	-0.0641757533793253	-0.33801672303028	0.134106945860624	-0.309082184533913	-0.558114136969773	-0.334004912356991	-0.195164091162522	-0.261928461888867	-0.55344986882132	109108	10463	2310024J23Rik|AL024256|GAC6|GAC63|HUEL|znT-9	solute carrier family 30 (zinc transporter), member 9	MitoCarta3.0	APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, MS/MS	MIM	Small molecule transport	Tmito	17.0811	0.003	1	APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, MS/MS	ENSMUSG00000029221	Q5IRJ6	567	2	SharedDomain	3	0.6	OrthologMitoHighConf	NoHomolog	0-25pure	chr5	67306956	67356145	9	10	42	2.94e+08	19	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis	7.5	7	7.8	8.1	NA	NA	NA	NA	7	NA	6.6	6.9	7.4	7.4	NA
ENSMUSG00000061461.12	ENSMUSG00000061461	Smim20	DOWN	0.695887445887446	0	18	0	4	0	6	0	7	-0.435922512970406	-0.310657359604278	-0.351567053916368	-0.402039531115151	-0.257402386532127	-0.732681080317977	-0.318711731050747	-0.30260298815781	-0.285999095017006	-0.627771955753704	-0.274407229038619	-0.84270559872194	-0.0232846662959764	-0.661307467914265	-0.403315901240067	-0.276316541807114	-0.624304180010819	-0.259127148889797	-0.645391652816403	-0.0472490645671618	-0.237604253018338	-0.315540144478092	-0.509557870629753	-0.309638120258468	-0.126893365972174	-0.131177199137068	0.0916422027840987	-0.350190069606765	-0.460451950295381	-0.749592474336039	-0.33864772656261	-0.130282284130675	-0.318711731050747	-0.282439265173601	-0.345616320965248	-0.523622708315486	-0.396577723293432	-0.224109233680732	0.0771212648648438	-0.30260298815781	-0.660241012024178	-0.829362555449775	-0.228843185174804	-0.646239008183599	-0.433778164871838	-0.571862464311234	0.0294507892312928	-0.20088666641565	-0.571818272226421	0.0089507610476512	-0.322385118371397	-0.175530438466435	-0.285999095017006	0.0244747549443358	-0.332042337396694	-0.599450896464068	-0.599815047197505	-1.08099850393884	-0.925735576616741	-0.627771955753704	-0.622716676246849	-0.672278906008127	66278	389203	1110067B18Rik|1810013D10Rik|MITRAC7|N28078	small integral membrane protein 20	MitoCarta3.0	literature,targetP signal, coexpression, MS/MS	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Tnon_mito	7.9681	0.031	1	targetP signal, coexpression, MS/MS	ENSMUSG00000061461	D3Z7Q2	69	3	NA	23	NA	NoMitoHomolog	NoHomolog	50-75ambig	chr5	53267105	53278540	11	7	36	4.89e+08	51	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, placenta, testis	7.7	7.7	7.8	7.4	7.8	7.1	7.9	NA	6.9	7.4	NA	NA	7.6	7.9	Cytosol;Nucleoplasm (Approved)
ENSMUSG00000018740.15	ENSMUSG00000018740	Slc25a35	DOWN	0.693001443001443	1	24	0	4	0	5	0	6	-0.918614687120365	-0.871967756307734	-1.10965439322972	-1.60695665751764	-0.362324638241494	-0.595523059492606	-1.12885480797071	-1.54191388502936	-0.26214914057345	-0.615080704644761	-1.32200425116925	-1.56413080132974	-0.229217214356798	-0.592136556699426	-2.73793784390232	-0.975028395429325	-2.15986551547843	-0.69260981936617	-1.390791428906	-0.152318748464726	-0.691059142459964	0.925866186333359	-0.720977423039944	-1.92706446296202	-0.524068320112944	-0.856442584600124	-0.812954292475459	-1.95709844565838	-1.80176859085749	-1.45768926737519	-1.1383118674831	-0.785396880567598	-1.7849514032046	-1.25406627937541	-1.12885480797071	-1.02414739011425	-1.20564307017646	-1.13088318920605	0.0252007935399371	-0.919029094035642	-3.17516810155479	-2.48891577299662	-1.95294458085267	NA	-0.26214914057345	-0.430118434954917	-0.844038302894483	-0.604851318636759	-0.960062669970372	0.0529299860007057	-0.236578178481806	-0.394443058631017	-0.227487754815114	0.0050255230343217	-0.0837976707335463	-0.615080704644761	-1.07982714321062	-0.581642478123842	-0.369056893396116	-0.937583701479327	-0.636599329499614	0.0511288339060378	71998	399512	1810012H11Rik	solute carrier family 25, member 35	MitoCarta3.0	APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++	MIM	Small molecule transport > SLC25A family	Tmito	27.1155	0.004	1	APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++	ENSMUSG00000018740	Q5SWT3	300	NA	MitoDomain	17	1.87	OrthologMitoLowConf	NoHomolog	75-100pure	chr11	68968130	68972515	10	20	176	4.38e+09	90	cerebrum, cerebellum, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis	7.4	7	NA	NA	8.1	NA	NA	6.1	8.9	7.3	9.4	8.8	8	8.6	Mitochondria;Vesicles (Approved)
ENSMUSG00000058979.8	ENSMUSG00000058979	Hdhd5	DOWN	0.688431938431938	1	20	0	4	0	8	0	5	-0.359220954190117	-0.359126260867288	-0.47153110575072	-0.451601917488059	-0.244120491364273	-0.269630302157416	-0.45722219451219	-0.514206372103392	-0.183840264371901	-0.261030327222386	-0.390231149842794	-1.17954918176415	-0.44510948626819	-0.322252875656703	-1.14859879602535	-0.326541047983393	-0.724998244703967	-0.219106090576063	-0.689545933205404	0.0612505084087907	-0.262429011512871	1.01802911250833	-0.589801232224848	-0.668022968483634	-0.292468280247973	-0.329525573275459	0.0562797602656508	-0.598087759082816	-0.492985557283723	-1.0459281021256	-0.454334602702341	0.1111633683209	-1.13523144836639	-0.555439164198018	-0.701328189886358	-0.45722219451219	-0.949325714844875	-0.397407905255926	0.0237124345992582	-0.41085399549347	-0.630925925959368	-0.676577364105533	-0.617558748713314	NA	-0.183840264371901	-0.841779019708731	0.0175913258747198	0.0774618719596357	-0.456050971995714	0.000162747261430579	-0.359259910912314	-0.177422637860354	-0.36938726731162	-0.163167780904857	-0.229633497037303	-0.339459079000149	-0.261030327222386	-0.477548085796797	-0.209916754133919	-0.364966732611412	-0.255341491877936	0.0208503555406873	214932	27440	A930002G03Rik|Cecr|Cecr5	haloacid dehalogenase like hydrolase domain containing 5	MitoCarta3.0	APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++	Matrix	0	Tmito	13.5739	0.011	1	APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++	ENSMUSG00000058979	Q91WM2	419	2	SharedDomain	NA	NA	HomologMitoHighConf	NoHomolog	50-75pure	chr6	120509493	120531299	9	19	113	3.83e+09	56	cerebellum, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis	NA	7	NA	NA	8.2	8.2	NA	7.7	8	NA	8.1	7.6	8.1	9.5	Mitochondria (Approved)
ENSMUSG00000041733.11	ENSMUSG00000041733	Coq5	DOWN	0.686267436267436	0	11	1	4	1	10	0	6	-0.302200576897269	-0.338546837460105	-0.174223757254903	-0.269061050721397	-0.389979396971864	-0.375538102640911	-0.122572862672702	-0.367195588978742	-0.309898085941468	-0.396168520678321	-0.319868761355379	0.0502087349923731	-0.597103493329739	-0.166454082492335	-0.122572862672702	-0.118587365124253	-0.0307895377237255	-0.203410704745291	-0.353691000565527	-0.0238110481995289	-0.481417111409701	0.085215694009393	-0.625054510655536	-0.191106593388161	-0.0676873220515412	-0.290044343167662	-0.0844877317872852	0.0613473214622786	-0.0658715566979985	-0.299691009373663	-0.377731241982169	0.1218757218525	-0.109693161120494	-0.187546484239975	-0.321360322102717	0.0121859390256648	0.0031053869607848	-0.169975062194052	0.294944258106354	-0.183132884492757	-0.636461039681439	-0.367195588978742	-0.377311094464349	-0.444295943344796	-0.664138958237142	-0.852362170032638	-0.201960607761725	-0.237570614902519	-0.176150532262439	0.165600048826649	-0.364378637000225	-0.309898085941468	-0.803325601251937	-0.30249767201242	-0.543090536114643	-0.461947856199832	-0.111347523991936	-0.582991602369126	-0.621198442222719	-0.209940148822319	-0.245172624202124	-0.396168520678321	52064	84274	1810014G04Rik|D5Ertd33|D5Ertd33e	coenzyme Q5 methyltransferase	MitoCarta3.0	APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Tmito	40.5274	0	1	APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++	ENSMUSG00000041733	Q9CXI0	327	2	MitoDomain	41	2.95	OrthologMitoLowConf	Homolog	50-75pure	chr5	115279701	115296972	14	16	132	5.76e+09	65	all 14	8.5	8.3	8.3	8	8.6	8	8.8	8.2	9	9.2	8.8	8.3	7.8	7.5	Nucleoli (Uncertain)
ENSMUSG00000030611.11	ENSMUSG00000030611	Mrps11	DOWN	0.683742183742184	0	23	0	4	0	5	0	6	-0.652303467661778	-0.652640374234838	-0.732797170067427	-0.702802577287295	-0.417259964467716	-0.756354158824675	-0.655870443060135	-0.64941030540954	-0.355833735207493	-0.799099273955508	-0.735824702050603	-1.7666882908239	0.0087662804175216	-0.807939615978743	-1.54532824458179	-0.650063353700417	-1.12715679940965	-0.480155843918514	-0.700492260821596	-0.243513079100886	-0.413013236534341	0.192912038687924	-0.631948251746079	-1.23736247085514	-0.095209814928725	-0.344471640047363	-0.655870443060135	-1.01265185258593	-0.952302624453813	-1.29831087680378	-0.741678536193403	-0.240275036082686	-1.54428168104431	-0.648828535111766	-1.0374029700684	-0.549825854122173	-0.526605896901856	-0.717255038378285	0.0869589842931674	-0.283879005574839	-0.729331540674808	-2.02905335137234	-0.597647783894422	-0.64941030540954	-0.584115159434345	-0.43746211844761	-0.639354951348068	-0.182942591735199	-0.867860763169617	-0.0310635662811712	-0.850167499181817	-0.180226454547224	-0.353649881726457	-0.107182888065877	-0.355833735207493	-0.844010706307429	-0.692770475665167	-0.799099273955508	-1.16014840242161	-0.818991014842781	-0.53566612191293	-0.443793116667303	67994	64963	0710005I03Rik|C79873|MRP-S11|S11mt	mitochondrial ribosomal protein S11	MitoCarta3.0	literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	17.4203	0.003	1	literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS	ENSMUSG00000030611	Q3U8Y1	191	2	SharedDomain	13	0.77	NoMitoHomolog	Homolog	50-75ambig	chr7	78783130	78792988	14	11	124	1.86e+09	64	all 14	8.2	7.8	7.8	7.3	8.4	8.1	7.7	7.7	8	7.8	8.5	7.7	8.6	8.3	Mitochondria (Supported)
ENSMUSG00000060002.15	ENSMUSG00000060002	Chpt1	DOWN	0.682900432900433	1	18	1	5	1	7	0	5	-0.37060548432936	-0.381992094838276	-0.329972335558839	-0.489666998490632	-0.218368357591522	-0.444414245676446	-0.311512358836606	-0.486912279661522	-0.218875380370458	-0.452471830839946	-0.331105773878206	-0.961206262968298	-0.256965774278753	-0.372171012583407	-0.524033561240014	-0.10279059084873	-0.51657587407422	-0.257767434201787	-0.73701324125146	0.148523851538711	-0.281951588070233	0.283266273986187	-0.276174129293479	-0.548719269343168	-0.0315572110457074	-0.426557598258829	0.0776263100411963	-0.326462401027172	-0.311512358836606	-0.865663428860723	-0.461246519460243	-0.0350667248548211	-0.287786635170676	-0.776521131078405	-0.484855031875247	-0.192306843477179	-0.0526590996774007	-0.487872131276859	0.127561049176581	-0.246010904869164	-0.987690251224678	-0.861730580588894	-0.485013890989888	-0.486912279661522	-0.489532513135469	-0.725925343836282	0.57275704436985	-0.248001710313564	-0.513701168414467	0.10120082810182	-0.186925774658538	-0.218875380370458	-0.140963225590228	-0.193942725829621	-0.358141963829787	-0.0977843288065014	-0.577866394048589	-0.823367320737814	-0.452471830839946	-0.512827798710222	-0.356126243355041	-0.290455803237008	212862	56994	-	choline phosphotransferase 1	MitoCarta3.0	targetP signal, mito protein domain, induction, coexpression+	MIM	Metabolism > Lipid metabolism > Phospholipid metabolism	Tnon_mito	7.3587	0.033	1	targetP signal, mito protein domain, induction, coexpression+	ENSMUSG00000060002	Q8C025	406	4	SharedDomain	31	0.82	NoMitoHomolog	NoHomolog	NA	chr10	88472812	88503970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vesicles (Supported)
ENSMUSG00000057411.10	ENSMUSG00000057411	Antkmt	DOWN	0.670755170755171	0	23	0	4	0	6	0	5	-0.485044322748203	-0.478337865187528	-0.622816384449364	-0.565839214863187	-0.389740711659562	-0.3617809800207	-0.616529382211883	-0.436406104325275	-0.368866252100655	-0.520269626049781	-0.645139630495797	-1.49561928813718	-0.425609127959455	-0.815388354720386	-1.15614881312326	-0.766844770247567	-0.819313082564521	-0.267744567370198	-0.759349333761041	-0.226974084579079	-0.405856527012738	0.104457498195522	-0.490099075947043	-1.02174680460113	-0.31701127392809	-0.411036171294875	0.0901210763645177	-0.747049459175778	-0.745453257942795	-1.16287827244812	-0.397626522262902	-0.261999328723553	-1.22580414290486	-0.734266907801358	-0.551454412621274	-0.616529382211883	-0.543678362857997	-0.561767263163302	-0.173177545232041	-0.311044945487249	-0.714747401698972	-1.41872135288961	-0.215576780707945	NA	-0.368866252100655	-0.650221349371999	-0.528261507143815	-0.366883731548498	-0.786082375333005	-0.0863537431451382	-0.212737186620745	-0.204920467826736	-0.584948364477025	-0.0778786796155542	-0.419994171072012	-0.0894737205635845	-0.590179680816886	-0.520269626049781	-0.0338921445402305	-0.600754720823364	-0.539468632476125	-0.15842833487493	214917	65990	ANT-KMT|Fam17|Fam173a	adenine nucleotide translocase lysine methyltransferase	MitoCarta3.0	literature,coexpression, MS/MS	MIM	Metabolism > Nucleotide metabolism	Tnon_mito	0.2768	0.294	0	coexpression, MS/MS	ENSMUSG00000057411	Q501J2	229	NA	NA	5	NA	NoMitoHomolog	NoHomolog	25-50ambig	chr17	25790499	25792394	7	6	47	2.23e+08	33	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, placenta	7.7	7.5	7.6	7.2	NA	NA	NA	NA	7.5	NA	7.6	NA	7.3	NA	Cytosol (Approved)
ENSMUSG00000038286.12	ENSMUSG00000038286	Bphl	DOWN	0.66991341991342	0	18	0	4	0	8	0	5	-0.431634903032284	-0.368913247699885	-0.46323774458729	-0.551404247282477	-0.426301330934642	-0.285596289324728	-0.39933837451763	-0.586261212168306	-0.324778356763371	-0.338488120882139	-0.630869307262365	-0.841802888188601	-0.704008918018724	-0.310291009373557	-0.985811877848175	-0.179825488517958	-0.594846298541132	-0.168422997619348	-0.626115155216291	-0.0579064640079964	-0.455303512523611	-0.0378491499181457	-0.548992076850479	-0.742779438415291	-0.299083514179279	-0.19593158921166	-0.0813685059690459	-0.180321970598635	-0.245069913292445	-0.880556252979887	-0.305812832936432	0.0265152951784511	-1.16298850379437	-0.804743681005016	-0.759629628696742	-0.334265049552463	-0.39933837451763	-0.467909887636671	-0.0785507652074791	-0.214418223494679	-0.586261212168306	-1.12752741925447	-0.603844326326288	-0.781317896889441	-0.650661274574538	-1.12357616232846	-0.219201888778643	-0.444137715914925	-0.324778356763371	-0.0743789115585435	-0.247724044998122	-0.306853698412406	-0.613693881702955	-0.372669918256281	-0.311638786992819	0.230353236278843	-0.338488120882139	-0.582007678168128	-0.290267600792019	-0.355939654332619	-0.0873305623034957	-0.57549364507354	68021	670	2010012D11Rik|5730533B08Rik|AI115341	biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	Tpossible_mito	18.8516	0.003	1	targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++	ENSMUSG00000038286	Q8R164	291	2	SharedDomain	14	NA	NoMitoHomolog	Homolog	75-100pure	chr13	34037640	34074074	14	31	755	7.05e+10	81	all 14	9.8	9.6	9.9	9.6	10.1	10.4	8.6	8.3	9.6	9	9.1	9	9.5	9.2	Mitochondria (Approved)
